Encounter.catalogNumber,Name0.value,Side,Tail,Front,Quality,Juvenilles,Occurrence.occurrenceID,Encounter.decimalLatitude,Encounter.decimalLongitude,Encounter.locationID,Encounter.year,Encounter.month,Encounter.day,Encounter.hour,Encounter.minutes,Encounter.submitterOrganization,Encounter.submitterID,Encounter.genus,Encounter.specificEpithet
6be1c0d5-8c00-4195-9f58-600661a4af04,114,L,,,H,,WakhanNP 860,36.940129,72.436132,C7_Ishmorgh,2013,1,20,0,0,WCS Afghanistan,evebohnett,Panthera,uncia
9e35306a-8518-4e53-bbb9-83b0287fc583,114,L,Y,,H,,WakhanNP 862,36.940129,72.436132,C7_Ishmorgh,2013,1,20,0,0,WCS Afghanistan,evebohnett,Panthera,uncia
b45438b5-f9a2-4828-9a8e-b0f10bf144ff,114,R,Y,,H,,WakhanNP 865,36.940129,72.436132,C7_Ishmorgh,2013,1,20,0,0,WCS Afghanistan,evebohnett,Panthera,uncia
aacf6fb4-ec71-4b78-958b-e2f5440af7bc,114,T,Y,,H,,WakhanNP 867,36.940129,72.436132,C7_Ishmorgh,2013,1,20,0,0,WCS Afghanistan,evebohnett,Panthera,uncia
7eb2e21f-4448-4403-9875-9a98c28d607f,114,T,Y,,H,,WakhanNP 870,36.940129,72.436132,C7_Ishmorgh,2013,1,20,0,0,WCS Afghanistan,evebohnett,Panthera,uncia
a9ae89f8-5d1c-4677-8901-8cd2b245e249,114,T,Y,,H,,WakhanNP 871,36.940129,72.436132,C7_Ishmorgh,2013,1,20,0,0,WCS Afghanistan,evebohnett,Panthera,uncia
2502f702-2b91-4045-b7a9-92aca6f31246,114,T,Y,,H,,WakhanNP 872,36.940129,72.436132,C7_Ishmorgh,2013,1,20,0,0,WCS Afghanistan,evebohnett,Panthera,uncia
fc3064dc-c8f0-4a60-9510-30ddfc70b80d,114,B,,,H,,WakhanNP 873,36.940129,72.436132,C7_Ishmorgh,2013,1,24,0,0,WCS Afghanistan,evebohnett,Panthera,uncia
0048d304-8ad7-48b2-b003-801064ce92ee,114,B,Y,F,H,,WakhanNP 874,36.940129,72.436132,C7_Ishmorgh,2013,1,24,0,0,WCS Afghanistan,evebohnett,Panthera,uncia
57983cb7-2143-4307-a9bb-b4e5b1ee9956,114,R,Y,,H,,WakhanNP 876,36.930173,72.456346,C8_Ishmorgh,2013,1,24,0,0,WCS Afghanistan,evebohnett,Panthera,uncia
d1be92a9-04d3-4d05-bee4-954685957eff,114,L,,,H,,WakhanNP 877,36.930173,72.456346,C8_Ishmorgh,2013,1,24,0,0,WCS Afghanistan,evebohnett,Panthera,uncia
cf827049-8189-4daa-974a-e49ac7848c86,114,R,,,M,,WakhanNP 878,36.930173,72.456346,C8_Ishmorgh,2013,1,25,0,0,WCS Afghanistan,evebohnett,Panthera,uncia
28ba6114-0637-4a7a-9940-42a56b198a99,114,R,,,M,,WakhanNP 879,36.930173,72.456346,C8_Ishmorgh,2013,1,26,0,0,WCS Afghanistan,evebohnett,Panthera,uncia
